Unnamed: 0,League,Team,Name,Age,Market Value,Matches Played,Minutes,Matches Started,Goals Scored,Goals Scored (Per90),Goal Involvement,Goal Involvement (Per90),Expected Goals (xG),Expected Goals (xG) (Per90),Non-Penalty xG (npxG),Goals Conceded,Clean Sheets,Tackles,Tackles (Per90),Interceptions,Interceptions (Per90),Clearances,Clearances (Per90),Shots Blocked,Shots Blocked (Per90),Dribbled Past,Dribbled Past (Per90),Penalties Given Away,Penalties Given Away (Per90),Ground Duels,Ground Duels (Per90),Ground Duels Won,Ground Duels Won (Per90),Aerial Duels Won,Aerial Duels Won (Per90),Assists,Assists (Per90),Expected Assists (xA),Expected Assists (xA) (Per90),Passes,Passes (Per90),Successful Passes,Successful Passes (Per90),Pass Completion Rate,Key Passes,Key Passes (Per90),Crosses,Crosses (Per90),Successful Crosses,Successful Crosses (Per90),Cross Completion Rate,Dribbles,Dribbles (Per90),Successful Dribbles,Successful Dribbles (Per90),Dribble Success Rate,Dispossesed,Dispossesed (Per90),Offsides,Offsides (Per90),Yellow Cards,Red Cards,Total Cards,Total Cards (Per90),Fouls Committed,Fouls Committed (Per90),Fouled Against,Fouled Against (Per90),Annual Salary,Shots Faced,Shots Faced (Per90),Shots Taken,Shots Taken (Per90),Shots On Target,Shots On Target (Per90),Shots Off Target,Shots Off Target (Per90),Shot Accuracy,Position,Tactical_Role,Ball Winning Midfielder_Score,Mezzala_Score,Performance_Score_Raw,Performance_Score,Rank,Value_Norm,Age_Norm,Value_Score,Value_Rank
514,premier-league,Burnley FC,Josh Cullen,30,6000000.0,18,1519,18,3,0.18,5,0.3,2.18,0.13,2.18,27,3,33,1.95,24,1.42,33,1.95,11,0.65,11,0.65,1,0.06,120,7.11,67,3.97,16,0.95,2,0.12,3.39,0.2,858,50.8,722,42.75,0.8415,13,0.77,12,0.71,1,0.06,0.0833,6,0.36,2,0.12,0.3333,10,0.59,0,0.0,2,0,2,0.12,16,0.95,18,1.07,4147000.0,83,3.4,23,0.92,0,0.0,18,0.72,0.0,Central Midfield,Ball Winning Midfielder,58.630434782608695,43.47826086956522,29.247541118446374,29.247541118446374,35,0.03678929765886288,0.7142857142857143,13.8581479029662,33
541,la-liga,Real Madrid,Federico Valverde,27,120000000.0,29,2386,27,5,0.19,12,0.45,6.35,0.24,6.35,22,10,40,1.51,21,0.79,46,1.74,7,0.26,10,0.38,0,0.0,150,5.66,91,3.43,21,0.79,7,0.26,8.68,0.33,1621,61.14,1451,54.73,0.8951,42,1.58,29,1.09,8,0.3,0.2759,32,1.21,18,0.68,0.5625,7,0.26,1,0.04,4,1,5,0.19,16,0.6,12,0.45,20837500.0,83,3.4,23,0.92,1,0.06,2,0.72,33.33,Central Midfield,Mezzala,31.782608695652176,79.17391304347825,46.710788368806504,46.710788368806504,9,0.7993311036789298,0.5,12.73085525843861,34
616,la-liga,Villarreal CF,Pape Gueye,27,40000000.0,25,1768,21,4,0.2,6,0.31,5.2,0.26,4.5,18,6,36,1.83,31,1.58,45,2.29,7,0.36,6,0.31,0,0.0,193,9.82,116,5.9,23,1.17,2,0.1,3.73,0.19,857,43.63,681,34.67,0.7946,23,1.17,14,0.71,5,0.25,0.3571,26,1.32,14,0.71,0.5385,14,0.71,2,0.1,7,0,7,0.36,33,1.68,45,2.29,3900000.0,85,3.4,3,0.92,5,0.0,2,0.38,0.0,Central Midfield,Ball Winning Midfielder / Mezzala,69.56521739130434,65.3695652173913,30.6571465513012,30.6571465513012,33,0.26421404682274247,0.5,12.730725146618926,35
855,la-liga,Rayo Vallecano,Pedro Díaz,27,3000000.0,28,2259,26,0,0.0,2,0.08,1.64,0.07,1.64,32,7,53,2.11,19,0.76,80,3.19,9,0.36,35,1.39,0,0.0,212,8.45,105,4.18,18,0.72,2,0.08,4.37,0.17,1183,47.13,871,34.7,0.7363,41,1.63,190,7.57,44,1.75,0.2316,29,1.16,13,0.52,0.4483,11,0.44,1,0.04,7,0,7,0.28,27,1.08,22,0.88,5049850.0,83,3.4,23,0.92,5,0.2,18,0.72,21.74,Central Midfield,Mezzala / Ball Winning Midfielder,46.8695652173913,49.32608695652174,23.22189040158894,23.22189040158894,39,0.016722408026755852,0.5,12.720218160786263,36
39,premier-league,Arsenal FC,Declan Rice,27,120000000.0,31,2675,30,4,0.13,9,0.3,5.21,0.18,5.21,19,15,58,1.95,28,0.94,67,2.25,11,0.37,11,0.37,0,0.0,198,6.66,122,4.1,45,1.51,5,0.17,9.05,0.3,1837,61.81,1617,54.4,0.8802,61,2.05,156,5.25,44,1.48,0.2821,28,0.94,13,0.44,0.4643,14,0.47,1,0.03,2,0,2,0.07,20,0.67,8,0.27,18096000.0,85,3.4,23,0.92,1,0.0,3,0.12,0.0,Central Midfield,Mezzala,49.869565217391305,74.0217391304348,46.16721312673428,46.16721312673428,10,0.7993311036789298,0.5,12.187280016366387,37
178,premier-league,Newcastle United,Joelinton,29,30000000.0,25,1777,21,2,0.1,3,0.15,3.23,0.16,3.23,21,6,37,1.87,28,1.42,39,1.98,3,0.15,17,0.86,0,0.0,257,13.02,131,6.63,56,2.84,1,0.05,2.51,0.13,758,38.39,627,31.76,0.8271999999999999,15,0.76,10,0.51,2,0.1,0.2,21,1.06,11,0.56,0.5238,25,1.27,1,0.05,9,0,9,0.46,39,1.98,28,1.42,11310000.0,85,4.19,23,0.38,1,0.0,18,0.72,0.0,Central Midfield,Ball Winning Midfielder,70.7608695652174,43.173913043478265,29.966953776266916,29.966953776266916,34,0.19732441471571907,0.6428571428571429,11.190078477652488,38
99,premier-league,Liverpool FC,Alexis Mac Allister,27,80000000.0,31,2208,26,2,0.08,4,0.16,3.98,0.16,3.98,26,10,44,1.79,17,0.69,31,1.26,8,0.33,31,1.26,0,0.0,204,8.32,94,3.83,15,0.61,2,0.08,4.63,0.19,1160,47.28,1003,40.88,0.8647,26,1.06,19,0.77,9,0.37,0.4736999999999999,24,0.98,9,0.37,0.375,28,1.14,0,0.0,5,0,5,0.2,23,0.94,27,1.1,10857600.0,67,3.4,3,0.19,0,0.06,3,0.38,0.0,Central Midfield,Mezzala,37.13043478260869,53.434782608695656,35.13090811618723,35.13090811618723,26,0.5317725752508361,0.5,9.177730858662144,39
337,premier-league,Brentford FC,Josh Dasilva,27,2000000.0,28,1580,16,1,0.06,1,0.06,1.66,0.09,1.66,29,4,38,2.16,25,1.42,34,1.94,9,0.51,19,1.08,1,0.06,162,9.23,78,4.44,24,1.37,0,0.0,1.45,0.08,579,32.98,446,25.41,0.7703,11,0.63,14,0.8,5,0.28,0.3571,13,0.74,6,0.34,0.4614999999999999,12,0.68,2,0.11,8,1,8,0.46,25,1.42,10,0.57,1508000.0,83,3.4,23,0.92,1,0.06,18,0.12,21.74,Central Midfield,Ball Winning Midfielder,65.10869565217392,24.32608695652174,18.412080758999416,18.412080758999416,40,0.010033444816053512,0.5,8.111077414517812,40
515,premier-league,Burnley FC,Josh Laurent,30,2000000.0,28,1580,16,1,0.06,1,0.06,1.66,0.09,1.66,29,4,38,2.16,25,1.42,34,1.94,9,0.51,19,1.08,1,0.06,162,9.23,78,4.44,24,1.37,0,0.0,1.45,0.08,579,32.98,446,25.41,0.7703,11,0.63,14,0.8,5,0.28,0.3571,13,0.74,6,0.34,0.4614999999999999,12,0.68,2,0.11,8,1,8,0.46,25,1.42,10,0.57,1508000.0,85,3.19,3,0.92,5,0.0,3,0.38,33.33,Central Midfield,Ball Winning Midfielder,65.10869565217392,24.32608695652174,18.412080758999416,18.412080758999416,40,0.010033444816053512,0.7142857142857143,3.8253631288035255,41
809,la-liga,Sevilla FC,Joan Jordán,31,2000000.0,25,2250,25,0,0.0,0,0.0,0.0,0.0,0.0,17,12,4,0.16,0,0.0,34,1.36,0,0.0,0,0.0,0,0.0,19,0.76,17,0.68,7,0.28,0,0.0,1.54,0.06,729,29.16,655,26.2,0.8985,0,0.0,0,0.0,0,0.0,0.0,1,0.04,1,0.04,1.0,1,0.04,0,0.0,1,0,1,0.04,0,0.0,4,0.16,7812500.0,85,3.4,3,0.38,1,0.06,18,0.38,33.33,Central Midfield,Mezzala / Ball Winning Midfielder,5.195652173913044,5.500000000000001,16.026188585487787,16.026188585487787,42,0.010033444816053512,0.7857142857142857,0.010899526720468344,42
909,la-liga,RCD Mallorca,Jan Salas,20,500000.0,26,2340,26,0,0.0,0,0.0,0.0,0.0,0.0,24,10,0,0.0,0,0.0,19,0.73,0,0.0,2,0.08,0,0.0,10,0.38,7,0.27,4,0.15,0,0.0,1.21,0.05,767,29.5,567,21.81,0.7392,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,4,0.15,26037500.0,83,3.19,23,0.38,0,0.0,3,0.12,33.33,Central Midfield,Mezzala / Ball Winning Midfielder,3.5434782608695645,4.021739130434783,0.0,0.0,43,0.0,0.0,0.0,43
