Unnamed: 0,League,Team,Name,Age,Market Value,Matches Played,Minutes,Matches Started,Goals Scored,Goals Scored (Per90),Goal Involvement,Goal Involvement (Per90),Expected Goals (xG),Expected Goals (xG) (Per90),Non-Penalty xG (npxG),Goals Conceded,Clean Sheets,Tackles,Tackles (Per90),Interceptions,Interceptions (Per90),Clearances,Clearances (Per90),Shots Blocked,Shots Blocked (Per90),Dribbled Past,Dribbled Past (Per90),Penalties Given Away,Penalties Given Away (Per90),Ground Duels,Ground Duels (Per90),Ground Duels Won,Ground Duels Won (Per90),Aerial Duels Won,Aerial Duels Won (Per90),Assists,Assists (Per90),Expected Assists (xA),Expected Assists (xA) (Per90),Passes,Passes (Per90),Successful Passes,Successful Passes (Per90),Pass Completion Rate,Key Passes,Key Passes (Per90),Crosses,Crosses (Per90),Successful Crosses,Successful Crosses (Per90),Cross Completion Rate,Dribbles,Dribbles (Per90),Successful Dribbles,Successful Dribbles (Per90),Dribble Success Rate,Dispossesed,Dispossesed (Per90),Offsides,Offsides (Per90),Yellow Cards,Red Cards,Total Cards,Total Cards (Per90),Fouls Committed,Fouls Committed (Per90),Fouled Against,Fouled Against (Per90),Annual Salary,Shots Faced,Shots Faced (Per90),Shot Conversion Rate,Shots Taken,Shots Taken (Per90),Shots On Target,Shots On Target (Per90),Shots Off Target,Shots Off Target (Per90),Shot Accuracy,Shots Per Goal Scored,Position,Tactical_Role,Inside Forward_Score,Traditional Winger_Score,Winger_Type,Performance_Score,Rank,Value_Normalized,Age_Normalized,Value_Score,Value_Rank
315,premier-league,Brighton & Hove Albion,Kaoru Mitoma,28,25000000.0,21,1438,16,2,0.13,3,0.19,3.07,0.19,3.07,14,4,14,0.88,9,0.56,13,0.81,0,0.0,9,0.56,0,0.0,165,10.33,64,4.01,13,0.81,1,0.06,2.52,0.16,470,29.42,379,23.72,0.8064,27,1.69,36,2.25,8,0.5,0.2221999999999999,51,3.19,22,1.38,0.4314,24,1.5,4,0.25,3,0,3,0.19,24,1.5,16,1.0,4752800.0,85,4.19,0.0,6,0.4,1,0.07,5,0.04,83.33,3.0,Left Winger,Inside Forward / Traditional Winger,45.17307692307693,44.67307692307693,Left Winger,24.990029637767613,53,0.12456228114057029,0.6,9.253161203550505,65
704,la-liga,Real Betis Balompié,Antony,26,40000000.0,26,1986,24,7,0.32,12,0.54,9.75,0.44,9.75,30,7,27,1.22,18,0.82,16,0.73,1,0.05,19,0.86,0,0.0,178,8.07,87,3.94,6,0.27,5,0.23,6.23,0.28,946,42.87,772,34.98,0.8161,45,2.04,56,2.54,14,0.63,0.25,41,1.86,17,0.77,0.4146,23,1.04,1,0.05,6,1,7,0.32,14,0.63,37,1.68,6250000.0,85,3.4,12.9,7,0.78,1,0.66,6,0.35,14.29,0.0,Right Winger,Inside Forward,76.96153846153845,66.88461538461539,Right Winger,25.0022247348953,51,0.19959979989994997,0.5,9.014230737896803,66
184,premier-league,Newcastle United,Jacob Murphy,31,15000000.0,27,1337,15,3,0.2,4,0.27,4.91,0.33,4.91,13,7,14,0.94,3,0.2,14,0.94,2,0.13,16,1.08,1,0.07,103,6.93,43,2.89,5,0.34,1,0.07,1.88,0.13,416,28.0,299,20.13,0.7188,19,1.28,105,7.07,22,1.48,0.2095,35,2.36,19,1.28,0.5428999999999999,15,1.01,5,0.34,1,0,1,0.07,6,0.4,8,0.54,2639000.0,85,3.4,12.9,7,0.67,12,0.66,19,1.04,40.0,7.75,Right Winger,Traditional Winger / Inside Forward,66.53846153846153,67.55769230769232,Right Winger,26.174125236282556,45,0.07453726863431716,0.75,8.938007177253041,67
760,la-liga,Valencia CF,Luis Rioja,32,2000000.0,30,2113,25,2,0.09,7,0.3,3.45,0.15,3.45,30,8,28,1.19,15,0.64,27,1.15,0,0.0,25,1.06,0,0.0,185,7.87,88,3.74,3,0.13,5,0.21,5.29,0.23,692,29.45,549,23.36,0.7934,32,1.36,132,5.62,32,1.36,0.2423999999999999,56,2.38,31,1.32,0.5536,23,0.98,5,0.21,1,0,1,0.04,9,0.38,27,1.15,1300000.0,85,3.4,12.9,7,0.67,1,0.06,6,1.04,40.0,0.0,Right Winger,Traditional Winger,42.11538461538461,76.96153846153847,Right Winger,25.08417936737635,50,0.009504752376188095,0.8,8.799036796090707,68
444,premier-league,West Ham United,Jarrod Bowen,29,35000000.0,32,2871,32,8,0.25,16,0.5,10.04,0.31,9.34,50,5,42,1.32,23,0.72,34,1.07,6,0.19,23,0.72,0,0.0,364,11.41,160,5.02,26,0.82,8,0.25,6.92,0.22,672,21.07,500,15.67,0.7440000000000001,35,1.1,114,3.57,19,0.6,0.1667,102,3.2,48,1.5,0.4706,68,2.13,17,0.53,4,0,4,0.13,17,0.53,45,1.41,8911500.0,85,3.4,0.0,7,0.4,2,0.06,19,0.35,38.71,0.0,Right Winger,Inside Forward,63.38461538461539,52.9423076923077,Right Winger,26.9585891645837,42,0.1745872936468234,0.65,8.720970355178999,69
292,premier-league,AFC Bournemouth,David Brooks,28,14000000.0,26,1070,12,1,0.08,3,0.25,4.12,0.34,4.12,17,7,16,1.33,3,0.25,15,1.25,0,0.0,12,1.0,0,0.0,109,9.09,51,4.25,7,0.58,2,0.17,2.67,0.22,397,33.11,311,25.94,0.7834,22,1.84,54,4.5,11,0.92,0.2037,34,2.84,16,1.33,0.4706,7,0.58,4,0.33,7,0,7,0.59,11,0.92,12,1.0,3770000.0,85,3.4,0.0,7,0.4,1,0.66,19,0.35,14.29,0.0,Right Winger,Traditional Winger,53.53846153846153,71.75,Right Winger,22.725639827765637,70,0.06953476738369184,0.6,8.639596806254882,70
471,premier-league,Leeds United,Daniel James,28,12000000.0,15,410,4,0,0.0,0,0.0,0.78,0.17,0.78,11,3,5,1.1,1,0.22,2,0.44,0,0.0,4,0.88,0,0.0,36,7.9,19,4.17,2,0.44,0,0.0,0.47,0.1,94,20.63,60,13.17,0.6383,8,1.76,42,9.22,6,1.32,0.1429,13,2.85,5,1.1,0.3846,1,0.22,1,0.22,0,0,0,0.0,1,0.22,7,1.54,5655000.0,85,3.4,12.9,5,0.67,12,0.06,6,1.04,14.29,0.0,Right Winger,Traditional Winger,36.36538461538461,67.0,Right Winger,22.112442616121953,74,0.05952976488244122,0.6,8.326549669648717,71
518,premier-league,Burnley FC,Jaidon Anthony,26,18000000.0,31,2213,26,7,0.28,8,0.33,8.07,0.33,8.07,43,4,36,1.46,14,0.57,24,0.98,8,0.33,24,0.98,1,0.04,265,10.78,116,4.72,11,0.45,1,0.04,2.95,0.12,694,28.22,551,22.41,0.7939,32,1.3,61,2.48,12,0.49,0.1967,82,3.33,33,1.34,0.4024,40,1.63,8,0.33,4,0,4,0.16,22,0.89,39,1.59,3393000.0,75,4.0,33.33,6,0.4,5,0.07,5,0.04,16.67,3.0,Left Winger,Inside Forward,67.40384615384616,37.55769230769231,Left Winger,20.97326781691012,78,0.0895447723861931,0.5,8.286924645324326,72
576,la-liga,FC Barcelona,Roony Bardghji,20,15000000.0,2,164,2,1,0.55,2,1.1,0.59,0.32,-0.81,0,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.55,0.55,0.3,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,12064000.0,85,3.4,0.0,7,1.69,1,0.66,19,0.35,14.29,0.0,Right Winger,Inside Forward,72.4423076923077,24.76923076923077,Right Winger,14.449013157894736,107,0.07453726863431716,0.2,8.212895098865221,73
418,premier-league,Sunderland AFC,Chemsdine Talbi,20,25000000.0,24,1337,14,4,0.27,5,0.34,4.16,0.28,4.16,12,7,9,0.61,3,0.2,16,1.08,1,0.07,10,0.67,0,0.0,76,5.12,26,1.75,1,0.07,1,0.07,1.6,0.11,329,22.15,269,18.11,0.8176000000000001,12,0.81,40,2.69,6,0.4,0.15,31,2.09,15,1.01,0.4839,9,0.61,1,0.07,0,0,0,0.0,4,0.27,1,0.07,3016000.0,85,3.4,0.0,7,0.67,1,0.66,6,0.35,14.29,0.0,Right Winger,Inside Forward,64.8076923076923,25.884615384615383,Right Winger,15.568945212146318,103,0.12456228114057029,0.2,7.83207677792921,74
343,premier-league,Brentford FC,Reiss Nelson,26,12000000.0,8,98,0,0,0.0,0,0.0,0.33,0.3,0.33,1,2,2,1.82,0,0.0,2,1.82,1,0.91,2,1.82,0,0.0,18,16.36,7,6.36,0,0.0,0,0.0,0.15,0.14,54,49.09,50,45.45,0.9259,1,0.91,1,0.91,0,0.0,0.0,7,6.36,3,2.73,0.4286,4,3.64,0,0.0,0,0,0,0.0,0,0.0,2,1.82,2262000.0,83,4.19,33.33,6,0.27,5,0.07,1,0.33,16.67,3.0,Left Winger,Inside Forward,42.94230769230769,16.5,Left Winger,19.5708397749013,86,0.05952976488244122,0.5,7.784946828428065,75
392,premier-league,Fulham FC,Harry Wilson,29,25000000.0,30,2359,28,10,0.38,16,0.61,11.15,0.43,11.15,33,6,25,0.95,14,0.53,41,1.56,3,0.11,19,0.72,0,0.0,148,5.65,73,2.79,4,0.15,6,0.23,5.87,0.22,665,25.37,539,20.56,0.8105,33,1.26,103,3.93,29,1.11,0.2816,26,0.99,14,0.53,0.5385,18,0.69,11,0.42,6,0,6,0.23,11,0.42,32,1.22,4147000.0,85,3.4,0.0,5,0.67,2,0.06,6,0.35,38.71,7.75,Right Winger,Inside Forward / Traditional Winger,72.73076923076923,71.32692307692308,Right Winger,24.234305487421782,60,0.12456228114057029,0.65,7.497437053204674,76
470,premier-league,Leeds United,Wilfried Gnonto,22,18000000.0,16,380,4,0,0.0,1,0.24,0.46,0.11,0.46,8,3,15,3.54,3,0.71,7,1.65,0,0.0,1,0.24,0,0.0,59,13.94,24,5.67,1,0.24,1,0.24,1.06,0.25,146,34.49,119,28.11,0.8151,6,1.42,15,3.54,1,0.24,0.0667,9,2.13,1,0.24,0.1110999999999999,6,1.42,0,0.0,3,0,3,0.71,7,1.65,8,1.89,3016000.0,85,3.4,0.0,7,0.67,1,0.06,3,0.35,38.71,7.75,Right Winger,Traditional Winger,23.134615384615387,40.65384615384616,Right Winger,15.689727240800517,102,0.0895447723861931,0.3,7.003384069214723,77
964,la-liga,Elche CF,Tete Morente,29,1800000.0,6,496,6,1,0.18,1,0.18,0.9,0.16,0.9,5,2,15,2.72,4,0.73,12,2.18,5,0.91,5,0.91,0,0.0,71,12.88,32,5.81,7,1.27,0,0.0,0.46,0.08,156,28.31,111,20.14,0.7115,6,1.09,23,4.17,3,0.54,0.1304,15,2.72,4,0.73,0.2667,6,1.09,1,0.18,1,0,1,0.18,11,2.0,7,1.27,8294000.0,67,4.0,0.0,6,0.27,1,0.07,1,0.33,83.33,3.0,Left Winger,Traditional Winger / Inside Forward,33.13461538461539,34.65384615384616,Left Winger,20.157287051401735,83,0.008504252126063032,0.65,6.902159487619844,78
490,premier-league,Wolverhampton Wanderers,Rodrigo Gomes,22,15000000.0,16,629,6,3,0.43,3,0.43,2.91,0.41,2.91,13,3,17,2.42,8,1.14,12,1.71,2,0.28,4,0.57,0,0.0,73,10.38,33,4.69,6,0.85,0,0.0,0.47,0.07,188,26.73,147,20.9,0.7818999999999999,3,0.43,20,2.84,3,0.43,0.15,18,2.56,3,0.43,0.1667,4,0.57,3,0.43,0,0,0,0.0,4,0.57,7,1.0,1885000.0,75,3.19,21.43,14,1.99,6,0.85,8,1.14,42.86,4.67,Left Midfield,Inside Forward,79.28846153846153,21.90384615384616,Winger (Unspecified),15.012999975180989,105,0.07453726863431716,0.3,6.776881916151474,79
106,premier-league,Liverpool FC,Mohamed Salah,33,30000000.0,23,1910,20,6,0.28,12,0.57,7.68,0.36,6.98,26,7,16,0.75,3,0.14,6,0.28,1,0.05,8,0.38,0,0.0,167,7.87,51,2.4,8,0.38,6,0.28,6.31,0.3,683,32.18,515,24.27,0.754,47,2.21,101,4.76,16,0.75,0.1583999999999999,62,2.92,13,0.61,0.2097,35,1.65,13,0.61,1,0,1,0.05,10,0.47,16,0.75,30160000.0,85,3.4,0.0,7,0.67,1,0.27,19,0.67,14.29,7.75,Right Winger,Traditional Winger,68.34615384615384,74.28846153846153,Right Winger,28.24831499812054,37,0.14957478739369684,0.85,6.761071376309637,80
519,premier-league,Burnley FC,Jacob Bruun Larsen,27,5000000.0,24,993,10,0,0.0,1,0.09,1.03,0.09,1.03,23,3,11,1.0,7,0.63,13,1.18,1,0.09,5,0.45,0,0.0,89,8.07,29,2.63,9,0.82,1,0.09,1.43,0.13,274,24.83,223,20.21,0.8139,11,1.0,40,3.63,7,0.63,0.175,34,3.08,10,0.91,0.2941,14,1.27,3,0.27,0,0,0,0.0,1,0.09,0,0.0,3393000.0,85,2.34,0.0,6,0.27,1,0.22,1,0.33,83.33,3.0,Left Winger,Traditional Winger,15.326923076923077,44.05769230769231,Left Winger,18.23926361987174,91,0.02451225612806403,0.55,6.503895936029817,81
865,la-liga,Rayo Vallecano,Jorge de Frutos,29,12000000.0,29,2067,27,10,0.44,11,0.48,10.27,0.45,9.57,22,9,24,1.04,7,0.3,12,0.52,0,0.0,16,0.7,0,0.0,216,9.4,90,3.92,14,0.61,1,0.04,2.13,0.09,319,13.89,249,10.84,0.7806000000000001,25,1.09,34,1.48,9,0.39,0.2647,43,1.87,21,0.91,0.4884,32,1.39,16,0.7,3,0,3,0.13,31,1.35,32,1.39,2350000.0,85,3.4,0.0,7,0.78,1,0.66,19,0.67,38.71,5.0,Right Winger,Inside Forward,82.17307692307692,26.98076923076923,Right Winger,21.25943309238412,77,0.05952976488244122,0.65,6.473540145910885,82
44,premier-league,Arsenal FC,Leandro Trossard,31,20000000.0,27,1721,18,5,0.26,10,0.52,5.94,0.31,5.94,12,12,23,1.2,8,0.42,12,0.63,3,0.16,14,0.73,0,0.0,176,9.18,80,4.17,5,0.26,5,0.26,5.09,0.27,643,33.55,489,25.51,0.7605,31,1.62,53,2.77,12,0.63,0.2264,47,2.45,18,0.94,0.3829999999999999,33,1.72,4,0.21,1,0,1,0.05,13,0.68,34,1.77,6786000.0,123,4.19,33.33,6,0.4,1,0.22,5,0.04,16.67,3.0,Left Winger,Traditional Winger / Inside Forward,60.09615384615385,62.76923076923077,Left Winger,24.2829392252813,59,0.09954977488744372,0.75,6.296445978657989,83
157,premier-league,Manchester United,Amad Diallo,23,50000000.0,25,1921,22,2,0.09,4,0.19,4.69,0.22,4.69,24,4,33,1.55,13,0.61,26,1.22,1,0.05,15,0.7,0,0.0,212,9.93,109,5.11,9,0.42,2,0.09,4.17,0.2,780,36.54,689,32.28,0.8833,38,1.78,40,1.87,11,0.52,0.275,66,3.09,35,1.64,0.5303,23,1.08,11,0.52,2,0,2,0.09,18,0.84,33,1.55,7129200.0,85,3.4,12.9,5,0.4,2,0.06,19,0.4,14.29,7.75,Right Winger,Traditional Winger / Inside Forward,46.192307692307686,50.5,Right Winger,20.630059948720273,80,0.2496248124062031,0.35,6.141315576534179,84
888,la-liga,CA Osasuna,Rubén García,32,1800000.0,28,1786,22,2,0.1,7,0.35,2.74,0.14,2.74,21,7,44,2.22,13,0.65,20,1.01,1,0.05,25,1.26,0,0.0,208,10.48,91,4.58,18,0.91,5,0.25,5.32,0.27,681,34.3,544,27.4,0.7988,35,1.76,119,5.99,41,2.06,0.3445,24,1.21,8,0.4,0.3333,17,0.86,1,0.05,5,0,5,0.25,28,1.41,22,1.11,2350000.0,85,3.4,20.0,7,0.4,1,0.66,19,1.04,14.29,5.0,Right Winger,Traditional Winger,28.807692307692307,88.61538461538463,Right Winger,22.29671373812029,72,0.008504252126063032,0.8,6.0415861743383985,85
863,la-liga,Rayo Vallecano,Álvaro García,33,1800000.0,30,2039,22,4,0.18,9,0.4,6.26,0.27,6.26,26,9,28,1.22,14,0.61,28,1.22,2,0.09,16,0.7,0,0.0,141,6.15,56,2.44,13,0.57,5,0.22,5.22,0.23,515,22.48,353,15.41,0.6854,41,1.79,89,3.88,15,0.65,0.1685,16,0.7,4,0.17,0.25,10,0.44,14,0.61,3,0,3,0.13,18,0.79,12,0.52,2600000.0,67,3.4,0.0,6,0.4,1,0.07,1,0.33,83.33,0.0,Left Winger,Traditional Winger,46.59615384615384,63.53846153846155,Left Winger,23.28329969516573,65,0.008504252126063032,0.85,6.02817213138384,86
549,la-liga,Real Madrid,Vinicius Junior,25,150000000.0,30,2304,26,11,0.43,16,0.63,13.63,0.53,10.13,22,10,29,1.13,2,0.08,2,0.08,0,0.0,11,0.43,0,0.0,341,13.32,171,6.68,1,0.04,5,0.2,6.36,0.25,934,36.48,779,30.43,0.8340000000000001,53,2.07,57,2.23,8,0.31,0.1404,166,6.48,75,2.93,0.4518,38,1.48,12,0.47,7,0,7,0.27,28,1.09,67,2.62,25000000.0,85,2.34,33.33,6,0.27,1,0.07,5,0.04,16.67,3.0,Left Winger,Inside Forward,76.34615384615383,47.65384615384616,Left Winger,37.4751959686665,13,0.7498749374687343,0.45,5.978947844604466,87
623,la-liga,Villarreal CF,Tajon Buchanan,27,12000000.0,29,1623,18,6,0.33,7,0.39,5.54,0.31,5.54,13,7,24,1.33,23,1.28,15,0.83,2,0.11,16,0.89,0,0.0,188,10.43,80,4.44,2,0.11,1,0.06,1.86,0.1,413,22.92,334,18.53,0.8087000000000001,16,0.89,28,1.55,3,0.17,0.1071,62,3.44,20,1.11,0.3226,23,1.28,8,0.44,8,0,8,0.44,18,1.0,34,1.89,3900000.0,85,3.4,20.0,7,1.69,1,0.06,3,0.4,40.0,5.0,Right Winger,Inside Forward,75.75,18.461538461538463,Right Winger,18.626920936706103,89,0.05952976488244122,0.55,5.841027990232867,88
369,premier-league,Everton FC,Iliman Ndiaye,26,50000000.0,26,2249,26,6,0.24,9,0.36,6.39,0.26,4.99,30,8,58,2.32,13,0.52,17,0.68,2,0.08,21,0.84,0,0.0,330,13.21,153,6.12,10,0.4,3,0.12,3.9,0.16,784,31.37,658,26.33,0.8393,25,1.0,44,1.76,7,0.28,0.1591,102,4.08,53,2.12,0.5196000000000001,53,2.12,9,0.36,2,0,2,0.08,26,1.04,32,1.28,3393000.0,85,3.4,0.0,31,1.69,1,0.11,6,0.35,14.29,0.0,Right Winger,Inside Forward,71.28846153846153,28.365384615384613,Right Winger,23.205782979381947,69,0.2496248124062031,0.5,5.717038607195853,89
1015,la-liga,Real Oviedo,Ilyas Chaira,25,4000000.0,29,1939,24,4,0.19,6,0.28,7.49,0.35,7.49,26,9,40,1.86,5,0.23,10,0.46,4,0.19,22,1.02,0,0.0,286,13.27,102,4.73,15,0.7,2,0.09,2.73,0.13,529,24.55,443,20.56,0.8373999999999999,14,0.65,55,2.55,9,0.42,0.1636,84,3.9,24,1.11,0.2857,31,1.44,16,0.74,3,1,4,0.19,47,2.18,25,1.16,1175000.0,67,3.19,33.33,6,0.4,1,0.22,5,0.33,16.67,3.0,Left Winger,Inside Forward,60.826923076923066,28.57692307692308,Left Winger,15.192741703134768,104,0.01950975487743872,0.45,5.607449056811607,90
43,premier-league,Arsenal FC,Gabriel Martinelli,24,45000000.0,26,901,10,1,0.1,4,0.4,2.53,0.25,2.53,4,13,10,0.99,0,0.0,11,1.09,1,0.1,5,0.5,0,0.0,107,10.62,42,4.17,9,0.89,3,0.3,2.35,0.23,204,20.24,141,13.99,0.6912,10,0.99,31,3.08,7,0.69,0.2257999999999999,27,2.68,11,1.09,0.4074,22,2.18,5,0.5,2,0,2,0.2,7,0.69,13,1.29,13572000.0,75,4.1,33.33,6,0.27,5,0.22,1,0.04,16.67,3.0,Left Winger,Traditional Winger,39.55769230769232,56.634615384615394,Left Winger,20.32210022031814,82,0.22461230615307654,0.4,5.583731035725846,91
338,premier-league,Brentford FC,Keane Lewis-Potter,25,25000000.0,30,1431,16,3,0.19,5,0.31,3.39,0.21,3.39,21,8,19,1.19,8,0.5,26,1.62,1,0.06,8,0.5,0,0.0,135,8.44,65,4.06,11,0.69,2,0.13,2.32,0.14,382,23.88,291,18.19,0.7618,15,0.94,51,3.19,17,1.06,0.3333,27,1.69,11,0.69,0.4074,15,0.94,3,0.19,1,0,1,0.06,13,0.81,25,1.56,3770000.0,67,3.4,21.43,14,1.99,6,0.85,8,1.14,42.86,4.67,Left Midfield,Traditional Winger / Inside Forward,57.15384615384615,57.88461538461538,Winger (Unspecified),18.06185702858872,92,0.12456228114057029,0.45,5.324988594371611,92
786,la-liga,Girona FC,Joel Roca,20,5000000.0,13,217,2,0,0.0,0,0.0,0.63,0.26,0.63,5,1,1,0.41,1,0.41,0,0.0,0,0.0,1,0.41,0,0.0,27,11.2,5,2.07,3,1.24,0,0.0,0.23,0.1,92,38.16,76,31.52,0.8261,1,0.41,4,1.66,1,0.41,0.25,3,1.24,1,0.41,0.3333,4,1.66,1,0.41,0,0,0,0.0,3,1.24,0,0.0,3016000.0,85,3.4,0.0,6,0.27,5,0.22,5,0.33,83.33,0.0,Left Winger,Inside Forward / Traditional Winger,27.596153846153847,23.17307692307693,Left Winger,9.759292895419092,116,0.02451225612806403,0.2,5.023925211577172,93
24,premier-league,Manchester City,Antoine Semenyo,26,75000000.0,30,2681,30,15,0.5,19,0.64,15.37,0.52,13.97,43,9,40,1.34,8,0.27,27,0.91,5,0.17,17,0.57,1,0.03,379,12.72,152,5.1,53,1.78,4,0.13,4.9,0.16,747,25.07,592,19.87,0.7925,35,1.17,39,1.31,5,0.17,0.1282,93,3.12,38,1.28,0.4086,55,1.85,18,0.6,7,0,7,0.23,48,1.61,21,0.7,5655000.0,85,3.4,0.0,31,0.78,1,0.27,3,0.35,40.0,0.0,Right Winger,Inside Forward,86.38461538461537,28.192307692307693,Right Winger,25.930509146683566,47,0.3746873436718359,0.5,4.689888836528487,94
389,premier-league,Fulham FC,Kevin,23,30000000.0,29,2306,27,7,0.27,10,0.39,8.41,0.33,7.71,27,8,36,1.41,19,0.74,27,1.05,4,0.16,8,0.31,0,0.0,353,13.78,163,6.36,70,2.73,3,0.12,3.47,0.14,453,17.68,309,12.06,0.6820999999999999,27,1.05,18,0.7,4,0.16,0.2221999999999999,58,2.26,20,0.78,0.3448,42,1.64,10,0.39,7,1,8,0.31,41,1.6,37,1.44,754000.0,106,2.34,0.0,6,0.27,5,0.22,5,0.04,16.67,0.0,Left Winger,Inside Forward,55.05769230769231,24.365384615384617,Left Winger,15.849594471467086,100,0.14957478739369684,0.35,4.362350849656181,95
368,premier-league,Everton FC,Dwight McNeil,26,20000000.0,19,1024,12,0,0.0,1,0.09,1.42,0.12,1.42,6,9,18,1.58,7,0.62,11,0.97,3,0.26,10,0.88,0,0.0,90,7.92,38,3.34,7,0.62,1,0.09,1.49,0.13,289,25.43,235,20.67,0.8131,12,1.06,35,3.08,10,0.88,0.2857,12,1.06,7,0.62,0.5832999999999999,17,1.5,1,0.09,1,0,1,0.09,10,0.88,6,0.53,1885000.0,67,4.0,33.33,6,0.4,1,0.07,5,0.04,83.33,0.0,Left Winger,Traditional Winger,20.980769230769223,54.42307692307693,Left Winger,17.2694763276697,96,0.09954977488744372,0.5,4.282983081046389,96
836,la-liga,RCD Espanyol Barcelona,Pere Milla,33,1200000.0,27,1664,21,6,0.32,6,0.32,7.41,0.4,7.41,20,7,29,1.57,14,0.76,12,0.65,3,0.16,29,1.57,0,0.0,190,10.28,85,4.6,23,1.24,0,0.0,2.13,0.12,445,24.07,327,17.69,0.7348,30,1.62,30,1.62,6,0.32,0.2,17,0.92,7,0.38,0.4118,25,1.35,9,0.49,6,1,7,0.38,22,1.19,31,1.68,1562500.0,123,2.34,33.33,6,0.27,1,0.07,1,0.33,83.33,3.0,Left Winger,Inside Forward,58.21153846153846,32.90384615384615,Left Winger,21.341006845608774,76,0.005502751375687844,0.85,4.175924304338139,97
758,la-liga,Valencia CF,Arnaut Danjuma,29,4000000.0,28,1580,18,3,0.17,5,0.28,4.46,0.25,3.76,24,6,11,0.63,1,0.06,6,0.34,1,0.06,6,0.34,0,0.0,150,8.54,65,3.7,8,0.46,2,0.11,2.36,0.13,374,21.3,290,16.52,0.7754000000000001,15,0.85,45,2.56,14,0.8,0.3111,58,3.3,25,1.42,0.431,15,0.85,5,0.28,0,0,0,0.0,21,1.2,22,1.25,2350000.0,83,4.0,33.33,6,0.4,5,0.22,5,0.33,16.67,0.0,Left Winger,Inside Forward / Traditional Winger,52.99999999999999,48.94230769230769,Left Winger,17.612872919892215,95,0.01950975487743872,0.65,4.027580273569054,98
759,la-liga,Valencia CF,Diego López,23,12000000.0,29,2033,24,5,0.22,6,0.27,5.94,0.26,5.94,23,7,76,3.36,17,0.75,28,1.24,3,0.13,24,1.06,1,0.04,302,13.36,153,6.77,50,2.21,1,0.04,2.38,0.11,704,31.14,557,24.63,0.7912,21,0.93,22,0.97,6,0.27,0.2727,38,1.68,18,0.8,0.4736999999999999,25,1.11,1,0.04,9,0,9,0.4,47,2.08,10,0.44,1300000.0,85,3.4,0.0,5,1.69,1,0.06,6,1.04,14.29,5.0,Right Winger,Inside Forward,62.46153846153847,22.634615384615387,Right Winger,12.797335247846851,110,0.05952976488244122,0.35,4.011442301373615,99
866,la-liga,Rayo Vallecano,Fran Pérez,23,3000000.0,10,674,8,1,0.13,2,0.27,0.99,0.13,0.99,8,1,16,2.14,4,0.53,10,1.34,3,0.4,3,0.4,0,0.0,57,7.61,32,4.27,4,0.53,1,0.13,1.35,0.18,342,45.67,309,41.26,0.9035,4,0.53,23,3.07,4,0.53,0.1739,6,0.8,2,0.27,0.3333,6,0.8,1,0.13,2,1,2,0.27,5,0.67,10,1.34,6512500.0,85,3.4,20.0,5,0.67,2,0.27,3,0.4,40.0,5.0,Right Winger,Traditional Winger / Inside Forward,35.09615384615385,38.11538461538462,Right Winger,11.351589674456937,113,0.014507253626813406,0.35,3.916372065652535,100
182,premier-league,Newcastle United,Harvey Barnes,28,32000000.0,31,1677,17,5,0.27,5,0.27,7.03,0.38,7.03,23,8,13,0.7,3,0.16,15,0.81,1,0.05,9,0.48,0,0.0,125,6.71,47,2.52,4,0.21,0,0.0,1.6,0.09,490,26.3,390,20.93,0.7959,20,1.07,68,3.65,14,0.75,0.2059,37,1.99,10,0.54,0.2703,21,1.13,3,0.16,1,0,1,0.05,15,0.81,20,1.07,6032000.0,85,4.19,33.33,6,0.4,1,0.22,1,0.04,83.33,0.0,Left Winger,Inside Forward,61.49999999999999,46.1923076923077,Left Winger,20.65787790391489,79,0.15957978989494748,0.6,3.8704842070664665,101
417,premier-league,Sunderland AFC,Romaine Mundle,22,8000000.0,14,401,2,0,0.0,0,0.0,0.52,0.12,0.52,10,4,5,1.12,1,0.22,6,1.34,0,0.0,7,1.57,0,0.0,59,13.21,22,4.93,5,1.12,0,0.0,0.22,0.05,102,22.84,87,19.48,0.8529000000000001,1,0.22,11,2.46,2,0.45,0.1818,15,3.36,6,1.34,0.4,13,2.91,0,0.0,1,0,1,0.22,8,1.79,8,1.79,6032000.0,123,4.0,0.0,6,0.4,5,0.22,1,0.04,16.67,0.0,Left Winger,Inside Forward,27.5,20.48076923076923,Left Winger,10.998143827443924,115,0.03951975987993997,0.3,3.812551031045725,102
