Unnamed: 0,League,Team,Name,Age,Market Value,Matches Played,Minutes,Matches Started,Goals Scored,Goals Scored (Per90),Goal Involvement,Goal Involvement (Per90),Expected Goals (xG),Expected Goals (xG) (Per90),Non-Penalty xG (npxG),Goals Conceded,Clean Sheets,Tackles,Tackles (Per90),Interceptions,Interceptions (Per90),Clearances,Clearances (Per90),Shots Blocked,Shots Blocked (Per90),Dribbled Past,Dribbled Past (Per90),Penalties Given Away,Penalties Given Away (Per90),Ground Duels,Ground Duels (Per90),Ground Duels Won,Ground Duels Won (Per90),Aerial Duels Won,Aerial Duels Won (Per90),Assists,Assists (Per90),Expected Assists (xA),Expected Assists (xA) (Per90),Passes,Passes (Per90),Successful Passes,Successful Passes (Per90),Pass Completion Rate,Key Passes,Key Passes (Per90),Crosses,Crosses (Per90),Successful Crosses,Successful Crosses (Per90),Cross Completion Rate,Dribbles,Dribbles (Per90),Successful Dribbles,Successful Dribbles (Per90),Dribble Success Rate,Dispossesed,Dispossesed (Per90),Offsides,Offsides (Per90),Yellow Cards,Red Cards,Total Cards,Total Cards (Per90),Fouls Committed,Fouls Committed (Per90),Fouled Against,Fouled Against (Per90),Annual Salary,Shots Faced,Shots Faced (Per90),Shot Conversion Rate,Shots Taken,Shots Taken (Per90),Shots On Target,Shots On Target (Per90),Shots Off Target,Shots Off Target (Per90),Shot Accuracy,Shots Per Goal Scored,Position,Tactical_Role,Inside Forward_Score,Traditional Winger_Score,Winger_Type,Performance_Score,Rank,Value_Normalized,Age_Normalized,Value_Score,Value_Rank
702,la-liga,Real Betis Balompié,Abde Ezzalzouli,24,30000000.0,22,1654,19,6,0.33,11,0.6,8.16,0.44,8.16,24,5,37,2.01,11,0.6,11,0.6,0,0.0,23,1.25,0,0.0,292,15.89,151,8.22,26,1.41,5,0.27,4.65,0.25,591,32.16,472,25.68,0.7986,20,1.09,46,2.5,6,0.33,0.1304,65,3.54,31,1.69,0.4769,34,1.85,4,0.22,3,0,3,0.16,22,1.2,57,3.1,1825000.0,67,4.19,33.33,6,0.4,1,0.07,5,0.33,83.33,0.0,Left Winger,Inside Forward,76.51923076923077,41.01923076923077,Left Winger,31.05860867166243,25,0.14957478739369684,0.4,18.571365049851526,27
679,la-liga,Real Sociedad,Takefusa Kubo,24,30000000.0,19,1220,13,2,0.15,6,0.44,3.54,0.26,3.54,16,1,25,1.84,7,0.52,8,0.59,0,0.0,8,0.59,0,0.0,156,11.51,95,7.01,5,0.37,4,0.3,4.08,0.3,393,28.99,311,22.94,0.7913,29,2.14,32,2.36,10,0.74,0.3125,52,3.84,26,1.92,0.5,11,0.81,11,0.81,1,0,1,0.07,8,0.59,39,2.88,6500000.0,85,3.4,0.0,31,1.69,2,0.11,6,0.35,38.71,7.75,Right Winger,Traditional Winger,66.32692307692308,72.96153846153847,Right Winger,30.526016212136486,28,0.14957478739369684,0.4,18.038772590325582,28
596,la-liga,Atlético de Madrid,Thiago Almada,24,20000000.0,22,1091,13,3,0.25,4,0.33,3.59,0.3,3.59,14,9,25,2.06,7,0.58,6,0.49,2,0.16,19,1.57,0,0.0,132,10.89,64,5.28,5,0.41,1,0.08,2.55,0.21,606,49.99,522,43.06,0.8614,21,1.73,30,2.47,4,0.33,0.1333,35,2.89,19,1.57,0.5428999999999999,16,1.32,2,0.16,1,0,1,0.08,8,0.66,15,1.24,6500000.0,106,3.4,33.33,6,0.4,1,0.22,5,0.33,83.33,0.0,Left Winger,Inside Forward,62.90384615384615,43.17307692307693,Left Winger,28.40914394224859,34,0.09954977488744372,0.4,17.42265069562528,29
840,la-liga,RCD Espanyol Barcelona,Antoniu Roca,23,1800000.0,8,109,1,0,0.0,0,0.0,0.15,0.12,0.15,2,1,3,2.48,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,28,23.12,11,9.08,1,0.83,0,0.0,0.08,0.07,30,24.77,22,18.17,0.7333,1,0.83,2,1.65,1,0.83,0.5,8,6.61,4,3.3,0.5,2,1.65,0,0.0,1,0,1,0.83,5,4.13,3,2.48,720000.0,85,3.4,12.9,31,1.69,1,0.11,3,0.67,40.0,5.0,Right Winger,Traditional Winger / Inside Forward,42.63461538461538,44.21153846153847,Right Winger,24.402798916829813,58,0.008504252126063032,0.35,17.147671353047922,30
913,la-liga,RCD Mallorca,Zito Luvumbo,24,3500000.0,6,280,3,0,0.0,2,0.64,0.44,0.14,0.44,1,1,0,0.0,0,0.0,0,0.0,0,0.0,1,0.32,0,0.0,41,13.18,15,4.82,1,0.32,2,0.64,1.38,0.44,37,11.89,27,8.68,0.7297,6,1.93,10,3.21,2,0.64,0.2,10,3.21,2,0.64,0.2,5,1.61,4,1.29,2,0,2,0.64,6,1.93,13,4.18,5655000.0,85,3.4,20.0,31,0.4,1,0.66,6,0.67,14.29,5.0,Right Winger,Traditional Winger,23.44230769230769,70.48076923076924,Right Winger,25.266459456265167,49,0.017008504252126064,0.4,16.756204328701386,31
552,la-liga,Real Madrid,Brahim Díaz,26,35000000.0,23,837,8,0,0.0,5,0.54,0.68,0.07,0.68,6,8,13,1.4,1,0.11,3,0.32,0,0.0,0,0.0,0,0.0,109,11.72,55,5.91,2,0.22,5,0.54,4.38,0.47,370,39.78,335,36.02,0.9054,22,2.37,17,1.83,5,0.54,0.2941,28,3.01,14,1.51,0.5,22,2.37,3,0.32,1,0,1,0.11,13,1.4,26,2.8,9112500.0,85,3.4,0.0,5,0.67,2,0.66,3,0.4,40.0,5.0,Right Winger,Traditional Winger,30.307692307692307,66.01923076923077,Right Winger,31.909808737277167,22,0.1745872936468234,0.5,16.672189927872466,32
962,la-liga,Elche CF,Germán Valera,24,6000000.0,30,2401,28,4,0.15,8,0.3,4.15,0.16,4.15,39,7,47,1.76,16,0.6,40,1.5,8,0.3,9,0.34,0,0.0,258,9.67,148,5.55,11,0.41,4,0.15,5.9,0.22,997,37.37,879,32.95,0.8815999999999999,38,1.42,83,3.11,22,0.82,0.2651,66,2.47,32,1.2,0.4847999999999999,24,0.9,4,0.15,3,0,3,0.11,30,1.12,61,2.29,840000.0,67,4.19,33.33,6,0.27,1,0.22,5,0.33,83.33,3.0,Left Winger,Traditional Winger,36.019230769230774,65.3076923076923,Left Winger,25.00088737915898,52,0.029514757378689346,0.4,16.1154446577983,33
393,premier-league,Fulham FC,Samuel Chukwueze,26,15000000.0,1,25,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,1,3.6,0,0.0,5,18.0,4,14.4,0,0.0,0,0.0,0.02,0.07,13,46.8,11,39.6,0.8462000000000001,0,0.0,3,10.8,1,3.6,0.3333,1,3.6,1,3.6,1.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,3,10.8,7129200.0,85,3.4,12.9,7,0.67,2,0.11,6,0.35,14.29,5.0,Right Winger,Traditional Winger,32.269230769230774,57.94230769230771,Right Winger,28.30743599275469,36,0.07453726863431716,0.5,16.071317933725176,34
620,la-liga,Villarreal CF,Alberto Moleiro,22,40000000.0,30,1998,25,9,0.41,13,0.59,8.66,0.39,8.66,22,8,24,1.09,9,0.41,12,0.54,3,0.14,43,1.95,0,0.0,208,9.42,74,3.35,3,0.14,4,0.18,4.44,0.2,603,27.3,458,20.73,0.7595000000000001,30,1.36,20,0.91,7,0.32,0.35,49,2.22,26,1.18,0.5306000000000001,22,1.0,3,0.14,3,0,3,0.14,29,1.31,22,1.0,3900000.0,123,3.4,33.33,6,0.4,1,0.22,5,0.33,83.33,0.0,Left Winger,Inside Forward,72.07692307692307,38.05769230769231,Left Winger,27.97386669874006,38,0.19959979989994997,0.3,15.985872701741563,35
237,premier-league,Aston Villa,Jadon Sancho,26,20000000.0,19,761,8,0,0.0,2,0.24,0.82,0.1,0.82,5,7,5,0.59,2,0.24,9,1.06,0,0.0,7,0.83,0,0.0,55,6.5,21,2.48,3,0.35,2,0.24,2.65,0.31,333,39.38,284,33.59,0.8529000000000001,21,2.48,21,2.48,4,0.47,0.1905,23,2.72,12,1.42,0.5217,8,0.95,4,0.47,0,0,0,0.0,3,0.35,2,0.24,15080000.0,83,4.1,0.0,6,0.4,1,0.07,1,0.33,83.33,0.0,Left Winger,Traditional Winger,25.82692307692308,60.67307692307693,Left Winger,28.82370440465702,32,0.09954977488744372,0.5,15.837211158033707,36
594,la-liga,Atlético de Madrid,Álex Baena,24,45000000.0,22,1228,16,2,0.15,4,0.29,2.71,0.2,2.71,10,10,15,1.1,10,0.73,8,0.59,4,0.29,9,0.66,0,0.0,140,10.25,55,4.03,6,0.44,2,0.15,3.4,0.25,569,41.67,461,33.76,0.8101999999999999,37,2.71,101,7.4,28,2.05,0.2772,34,2.49,11,0.81,0.3235,14,1.03,8,0.59,4,0,4,0.29,23,1.68,24,1.76,10412500.0,85,2.34,33.33,6,0.27,5,0.07,1,0.33,16.67,3.0,Left Winger,Traditional Winger,37.59615384615385,91.57692307692308,Left Winger,30.444170344210942,29,0.22461230615307654,0.4,15.705801159618645,37
46,premier-league,Arsenal FC,Noni Madueke,24,50000000.0,21,953,13,2,0.19,3,0.28,1.87,0.18,1.87,6,9,19,1.79,5,0.47,6,0.57,1,0.09,15,1.42,0,0.0,138,13.02,62,5.85,9,0.85,1,0.09,1.72,0.16,315,29.72,235,22.17,0.746,17,1.6,68,6.42,14,1.32,0.2059,44,4.15,20,1.89,0.4545,16,1.51,2,0.19,0,0,0,0.0,13,1.23,14,1.32,11310000.0,85,3.4,0.0,7,0.4,1,0.27,3,0.35,38.71,0.0,Right Winger,Traditional Winger,50.57692307692307,71.03846153846153,Right Winger,30.711151696972173,27,0.2496248124062031,0.4,15.22240732478608,38
785,la-liga,Girona FC,Bryan Gil,25,12000000.0,24,1378,17,0,0.0,3,0.2,1.64,0.1,1.64,15,4,28,1.79,9,0.58,10,0.64,1,0.06,14,0.9,0,0.0,212,13.57,89,5.7,5,0.32,3,0.2,3.25,0.21,443,28.36,372,23.81,0.8397,19,1.22,40,2.56,9,0.58,0.225,65,4.16,26,1.66,0.4,41,2.62,6,0.38,3,0,3,0.2,17,1.09,33,2.11,3650000.0,67,3.4,33.33,6,0.4,5,0.22,1,0.33,83.33,3.0,Left Winger,Traditional Winger,27.269230769230766,51.26923076923078,Left Winger,25.56849051289048,48,0.05952976488244122,0.45,14.782597566417245,39
469,premier-league,Leeds United,Noah Okafor,25,18000000.0,24,1299,15,4,0.28,4,0.28,4.59,0.32,4.59,19,3,20,1.39,10,0.69,11,0.76,0,0.0,11,0.76,0,0.0,180,12.47,76,5.27,12,0.83,0,0.0,1.04,0.07,247,17.11,187,12.96,0.7570999999999999,13,0.9,32,2.22,6,0.42,0.1875,73,5.06,31,2.15,0.4246999999999999,19,1.32,0,0.0,3,0,3,0.21,16,1.11,13,0.9,5466500.0,85,2.34,0.0,6,0.4,1,0.22,5,0.04,83.33,3.0,Left Winger,Inside Forward,69.48076923076923,24.03846153846154,Left Winger,26.38777024847944,43,0.0895447723861931,0.45,14.701427076893648,40
391,premier-league,Fulham FC,Oscar Bobb,22,30000000.0,17,809,9,0,0.0,1,0.11,0.56,0.06,0.56,11,5,14,1.56,7,0.78,1,0.11,0,0.0,8,0.89,0,0.0,100,11.12,50,5.56,5,0.56,1,0.11,1.87,0.21,321,35.71,276,30.7,0.8598,17,1.89,10,1.11,5,0.56,0.5,35,3.89,21,2.34,0.6,19,2.11,0,0.0,1,0,1,0.11,9,1.0,12,1.33,3770000.0,85,3.4,20.0,7,0.4,12,0.27,6,0.35,14.29,0.0,Right Winger,Traditional Winger,27.019230769230766,56.38461538461539,Right Winger,24.796606014855975,56,0.14957478739369684,0.3,14.30936239304507,41
366,premier-league,Everton FC,Jack Grealish,30,25000000.0,20,1632,18,2,0.11,8,0.44,3.05,0.17,3.05,23,8,21,1.16,11,0.61,11,0.61,5,0.28,10,0.55,0,0.0,211,11.63,107,5.9,5,0.28,6,0.33,5.99,0.33,564,31.08,474,26.12,0.8404,40,2.2,40,2.2,11,0.61,0.275,58,3.2,24,1.32,0.4138,30,1.65,0,0.0,5,1,5,0.28,13,0.72,58,3.2,16965000.0,106,3.19,33.33,6,0.27,5,0.22,5,0.33,83.33,3.0,Left Winger,Traditional Winger,35.03846153846154,68.84615384615384,Left Winger,31.51012726782869,23,0.12456228114057029,0.7,13.773258833611582,42
210,premier-league,Nottingham Forest,Callum Hudson-Odoi,25,30000000.0,30,1849,21,3,0.15,7,0.34,4.08,0.2,4.08,26,8,16,0.78,8,0.39,14,0.68,2,0.1,10,0.49,0,0.0,132,6.43,59,2.87,4,0.19,4,0.19,5.08,0.25,653,31.78,585,28.47,0.8959,44,2.14,91,4.43,14,0.68,0.1538,58,2.82,31,1.51,0.5345,20,0.97,2,0.1,0,0,0,0.0,12,0.58,12,0.58,6786000.0,67,2.34,33.33,6,0.4,5,0.07,5,0.33,16.67,0.0,Left Winger,Traditional Winger,48.84615384615384,67.76923076923077,Left Winger,27.211034448390997,40,0.14957478739369684,0.45,13.723790826580093,43
705,la-liga,Real Betis Balompié,Pablo García,19,8000000.0,19,1248,13,1,0.07,3,0.22,1.92,0.14,1.92,17,4,15,1.08,16,1.15,18,1.3,9,0.65,10,0.72,0,0.0,107,7.72,45,3.25,9,0.65,2,0.14,2.51,0.18,436,31.47,331,23.89,0.7592,20,1.44,45,3.25,15,1.08,0.3333,29,2.09,13,0.94,0.4483,13,0.94,2,0.14,2,0,2,0.14,20,1.44,10,0.72,1040000.0,85,3.4,12.9,7,0.4,12,0.27,6,1.04,14.29,7.75,Right Winger,Traditional Winger,30.94230769230769,68.03846153846153,Right Winger,17.642536159760052,94,0.03951975987993997,0.15,13.456943363361852,44
703,la-liga,Real Betis Balompié,Rodrigo Riquelme,26,6000000.0,20,689,7,0,0.0,1,0.13,1.38,0.18,1.38,7,7,12,1.57,4,0.52,6,0.78,0,0.0,14,1.83,0,0.0,102,13.3,36,4.7,5,0.65,1,0.13,1.58,0.21,280,36.52,232,30.26,0.8286,14,1.83,21,2.74,4,0.52,0.1905,34,4.43,9,1.17,0.2647,14,1.83,0,0.0,1,0,1,0.13,7,0.91,10,1.3,3900000.0,85,2.34,33.33,6,0.4,1,0.22,1,0.04,83.33,3.0,Left Winger,Traditional Winger,32.69230769230769,51.86538461538463,Left Winger,24.095447018600584,61,0.029514757378689346,0.5,13.210004297239905,45
963,la-liga,Elche CF,Lucas Cepeda,23,3500000.0,7,357,4,1,0.25,1,0.25,1.39,0.35,1.39,7,2,7,1.76,2,0.5,0,0.0,1,0.25,5,1.26,0,0.0,42,10.59,21,5.29,1,0.25,0,0.0,0.38,0.1,146,36.81,121,30.5,0.8288,5,1.26,15,3.78,6,1.51,0.4,11,2.77,5,1.26,0.4545,3,0.76,1,0.25,1,0,1,0.25,4,1.01,8,2.02,3016000.0,106,3.4,0.0,6,0.4,1,0.07,5,0.04,16.67,3.0,Left Winger,Traditional Winger / Inside Forward,64.86538461538461,64.88461538461539,Left Winger,20.620797101075585,81,0.017008504252126064,0.35,13.110541973511804,46
107,premier-league,Liverpool FC,Federico Chiesa,28,15000000.0,23,275,1,2,0.65,3,0.98,2.3,0.69,2.3,4,6,8,2.42,4,1.21,7,2.11,2,0.6,4,1.21,0,0.0,47,14.19,17,5.13,2,0.6,1,0.33,0.86,0.26,103,31.11,75,22.65,0.7282,3,0.91,14,4.23,0,0.0,0.0,11,3.32,2,0.6,0.1818,3,0.91,2,0.6,3,0,3,0.98,9,2.72,5,1.51,10857600.0,85,3.4,0.0,31,0.78,2,0.06,6,0.67,14.29,0.0,Right Winger,Inside Forward,83.76923076923077,27.173076923076923,Right Winger,27.203925407736968,41,0.07453726863431716,0.6,12.967807348707453,47
445,premier-league,West Ham United,Adama Traoré,30,8000000.0,23,357,1,0,0.0,0,0.0,0.48,0.12,0.48,7,6,1,0.25,0,0.0,2,0.49,1,0.25,2,0.49,0,0.0,61,14.96,23,5.64,1,0.25,0,0.0,0.29,0.07,99,24.28,78,19.13,0.7879,3,0.74,23,5.64,4,0.98,0.1739,20,4.9,12,2.94,0.6,12,2.94,5,1.23,1,0,1,0.25,7,1.72,9,2.21,5278000.0,85,3.4,12.9,7,0.78,1,0.06,3,0.4,40.0,7.75,Right Winger,Traditional Winger,40.17307692307692,47.71153846153848,Right Winger,27.341052066641538,39,0.03951975987993997,0.7,12.155459270243337,48
212,premier-league,Nottingham Forest,Dilane Bakwa,23,28000000.0,10,342,3,0,0.0,1,0.26,0.56,0.15,0.56,7,0,3,0.79,0,0.0,2,0.52,1,0.26,5,1.31,0,0.0,43,11.28,14,3.67,1,0.26,1,0.26,1.06,0.28,129,33.85,99,25.98,0.7674,7,1.84,28,7.35,5,1.31,0.1785999999999999,14,3.67,3,0.79,0.2143,2,0.52,0,0.0,1,0,1,0.26,9,2.36,8,2.1,5278000.0,85,3.4,0.0,7,0.67,1,0.11,3,0.67,14.29,0.0,Right Winger,Traditional Winger,31.384615384615387,83.0576923076923,Right Winger,23.257112326115063,66,0.13956978489244623,0.35,12.070018779341677,49
989,la-liga,Deportivo Alavés,Abde Rebbach,27,1500000.0,24,993,9,1,0.09,2,0.18,2.59,0.23,2.59,10,2,30,2.67,11,0.98,11,0.98,0,0.0,17,1.51,0,0.0,158,14.05,67,5.96,6,0.53,1,0.09,1.87,0.17,327,29.08,259,23.03,0.792,21,1.87,74,6.58,12,1.07,0.1621999999999999,36,3.2,10,0.89,0.2778,15,1.33,3,0.27,5,0,5,0.45,28,2.49,21,1.87,730000.0,75,2.34,33.33,6,0.4,5,0.22,5,0.04,16.67,3.0,Left Winger,Traditional Winger,41.40384615384615,70.53846153846153,Left Winger,23.25694809817149,67,0.007003501750875438,0.55,12.046843045645225,50
864,la-liga,Rayo Vallecano,Ilias Akhomach,21,12000000.0,18,772,8,0,0.0,1,0.12,1.3,0.15,1.3,8,8,22,2.56,2,0.23,6,0.7,2,0.23,1,0.12,0,0.0,143,16.67,66,7.69,1,0.12,1,0.12,1.25,0.15,228,26.58,195,22.73,0.8553000000000001,8,0.93,28,3.26,6,0.7,0.2143,40,4.66,11,1.28,0.275,23,2.68,1,0.12,2,0,2,0.23,18,2.1,32,3.73,1050000.0,85,3.4,12.9,31,0.4,12,0.06,3,1.04,40.0,7.75,Right Winger,Traditional Winger,30.000000000000004,48.63461538461539,Right Winger,18.726528302866495,88,0.05952976488244122,0.25,11.940635356393258,51
289,premier-league,AFC Bournemouth,Amine Adli,25,20000000.0,27,1031,10,3,0.26,4,0.35,3.36,0.29,3.36,14,9,34,2.96,6,0.52,17,1.48,2,0.17,7,0.61,0,0.0,168,14.64,89,7.75,25,2.18,1,0.09,1.89,0.16,386,33.63,298,25.96,0.772,17,1.48,41,3.57,7,0.61,0.1707,19,1.66,7,0.61,0.3684,11,0.96,4,0.35,2,0,2,0.17,26,2.27,23,2.0,4524000.0,75,3.19,33.33,6,0.4,1,0.07,1,0.04,83.33,0.0,Left Winger,Inside Forward / Traditional Winger,54.82692307692307,50.88461538461539,Left Winger,23.786613087943856,64,0.09954977488744372,0.45,11.800119841320544,52
45,premier-league,Arsenal FC,Bukayo Saka,24,120000000.0,27,2001,22,6,0.27,10,0.45,8.78,0.39,8.08,14,12,32,1.44,14,0.63,10,0.45,0,0.0,15,0.67,0,0.0,287,12.91,150,6.75,22,0.99,4,0.18,5.7,0.26,677,30.45,523,23.52,0.7725,55,2.47,111,4.99,37,1.66,0.3333,86,3.87,45,2.02,0.5233,31,1.39,14,0.63,1,0,1,0.04,28,1.26,51,2.29,17794400.0,85,3.4,12.9,31,0.78,12,0.66,6,0.4,40.0,7.75,Right Winger,Traditional Winger,80.65384615384616,89.5576923076923,Right Winger,37.516973544289755,12,0.599799899949975,0.4,11.522976545790506,53
839,la-liga,RCD Espanyol Barcelona,Jofre Carreras,24,3000000.0,22,791,8,1,0.11,1,0.11,1.86,0.21,1.86,14,5,7,0.8,5,0.57,6,0.68,0,0.0,7,0.8,0,0.0,100,11.38,46,5.23,3,0.34,0,0.0,0.72,0.08,180,20.48,133,15.13,0.7389,12,1.37,32,3.64,9,1.02,0.2812,38,4.32,15,1.71,0.3947,7,0.8,2,0.23,1,0,1,0.11,12,1.37,21,2.39,1040000.0,85,3.4,0.0,7,0.78,12,0.06,3,1.04,14.29,0.0,Right Winger,Traditional Winger / Inside Forward,56.38461538461539,56.750000000000014,Right Winger,19.773637098483622,84,0.014507253626813406,0.4,11.338419489679218,54
442,premier-league,West Ham United,Crysencio Summerville,24,30000000.0,25,1945,23,5,0.23,6,0.28,6.44,0.3,6.44,32,5,33,1.53,13,0.6,26,1.2,3,0.14,10,0.46,0,0.0,246,11.38,122,5.64,6,0.28,1,0.05,2.12,0.1,494,22.85,416,19.24,0.8421,21,0.97,44,2.03,10,0.46,0.2273,74,3.42,35,1.62,0.473,28,1.29,5,0.23,4,0,4,0.19,40,1.85,50,2.31,2673450.0,67,4.0,0.0,6,0.4,5,0.22,5,0.33,83.33,0.0,Left Winger,Inside Forward,61.86538461538461,30.07692307692308,Left Winger,23.809202289935808,63,0.14957478739369684,0.4,11.321958668124903,55
74,premier-league,Chelsea FC,Alejandro Garnacho,21,40000000.0,21,1149,14,1,0.08,5,0.39,2.49,0.2,2.49,16,6,15,1.17,4,0.31,5,0.39,0,0.0,7,0.55,0,0.0,96,7.52,43,3.37,3,0.23,4,0.31,4.06,0.32,416,32.58,366,28.67,0.8798,26,2.04,58,4.54,9,0.7,0.1552,26,2.04,7,0.55,0.2692,9,0.7,1,0.08,2,0,2,0.16,8,0.63,19,1.49,8294000.0,67,4.19,0.0,6,0.27,1,0.07,5,0.33,16.67,3.0,Left Winger,Traditional Winger,28.48076923076924,72.63461538461539,Left Winger,22.180189362126512,73,0.19959979989994997,0.25,11.192195365128015,56
521,premier-league,Burnley FC,Marcus Edwards,27,8000000.0,20,983,10,1,0.09,4,0.37,2.31,0.21,2.31,15,2,8,0.73,3,0.27,4,0.37,0,0.0,13,1.19,0,0.0,107,9.8,36,3.3,2,0.18,3,0.27,2.94,0.27,305,27.92,250,22.89,0.8197,18,1.65,18,1.65,5,0.46,0.2778,35,3.2,12,1.1,0.3429,24,2.2,1,0.09,0,0,0,0.0,7,0.64,15,1.37,3770000.0,85,3.4,20.0,31,1.69,1,0.27,6,0.67,40.0,5.0,Right Winger,Traditional Winger / Inside Forward,52.21153846153847,52.634615384615394,Right Winger,23.22309858864033,68,0.03951975987993997,0.55,11.03750579224213,57
181,premier-league,Newcastle United,Anthony Gordon,25,60000000.0,26,1814,24,6,0.3,8,0.4,7.39,0.37,5.29,26,5,18,0.89,3,0.15,13,0.64,0,0.0,10,0.5,0,0.0,206,10.21,98,4.86,9,0.45,2,0.1,2.91,0.14,513,25.44,419,20.78,0.8168000000000001,25,1.24,69,3.42,16,0.79,0.2319,64,3.17,31,1.54,0.4844,29,1.44,5,0.25,4,1,5,0.25,13,0.64,40,1.98,10254400.0,123,4.1,33.33,6,0.4,5,0.22,1,0.04,83.33,3.0,Left Winger,Inside Forward,71.73076923076923,54.96153846153846,Left Winger,28.931792797273104,30,0.29964982491245623,0.45,10.942298049899417,58
290,premier-league,AFC Bournemouth,Rayan,19,40000000.0,14,806,10,0,0.0,2,0.22,0.4,0.04,0.4,8,5,28,3.12,13,1.45,17,1.89,2,0.22,5,0.56,0,0.0,117,13.03,70,7.8,13,1.45,2,0.22,2.35,0.26,487,54.25,435,48.45,0.8931999999999999,8,0.89,16,1.78,5,0.56,0.3125,37,4.12,21,2.34,0.5676,8,0.89,0,0.0,2,0,2,0.22,13,1.45,8,0.89,9048000.0,85,3.4,0.0,7,0.78,1,0.11,6,0.67,14.29,0.0,Right Winger,Traditional Winger,35.21153846153846,49.55769230769232,Right Winger,19.67399097287489,85,0.19959979989994997,0.15,10.68599697587639,59
787,la-liga,Girona FC,Viktor Tsygankov,28,15000000.0,25,2022,24,5,0.22,9,0.4,5.77,0.26,5.77,26,5,26,1.16,17,0.76,28,1.25,3,0.13,14,0.62,0,0.0,196,8.72,95,4.23,23,1.02,4,0.18,5.02,0.22,780,34.72,646,28.75,0.8281999999999999,39,1.74,89,3.96,20,0.89,0.2246999999999999,44,1.96,20,0.89,0.4545,20,0.89,2,0.09,2,0,2,0.09,16,0.71,29,1.29,3375000.0,85,3.4,0.0,7,0.67,12,0.11,3,0.35,40.0,0.0,Right Winger,Traditional Winger,58.11538461538463,70.17307692307693,Right Winger,24.650338025849912,57,0.07453726863431716,0.6,10.414219966820397,60
677,la-liga,Real Sociedad,Gonçalo Guedes,29,6000000.0,31,1819,22,8,0.4,12,0.59,8.35,0.41,8.35,22,3,25,1.24,4,0.2,6,0.3,0,0.0,24,1.19,0,0.0,188,9.3,86,4.26,11,0.54,4,0.2,4.13,0.2,557,27.56,418,20.68,0.7504000000000001,25,1.24,70,3.46,17,0.84,0.2429,39,1.93,17,0.84,0.4359,23,1.14,13,0.64,3,0,3,0.15,18,0.89,33,1.63,5200000.0,85,2.34,33.33,6,0.4,5,0.07,1,0.04,16.67,3.0,Left Winger,Inside Forward,70.40384615384615,62.36538461538461,Left Winger,23.839709481436955,62,0.029514757378689346,0.65,9.954266760076276,61
837,la-liga,RCD Espanyol Barcelona,Tyrhys Dolan,24,10000000.0,30,2039,24,1,0.04,5,0.22,2.51,0.11,2.51,31,7,49,2.16,15,0.66,13,0.57,1,0.04,19,0.84,0,0.0,263,11.61,130,5.74,11,0.49,4,0.18,4.22,0.19,491,21.67,412,18.19,0.8391,27,1.19,91,4.02,20,0.88,0.2198,73,3.22,30,1.32,0.411,31,1.37,5,0.22,6,1,6,0.26,30,1.32,41,1.81,1825000.0,85,3.4,0.0,5,0.67,1,0.66,6,0.4,14.29,7.75,Right Winger,Traditional Winger,35.48076923076923,61.50000000000001,Right Winger,19.301076850899825,87,0.04952476238119059,0.4,9.815333979464107,62
78,premier-league,Chelsea FC,Pedro Neto,26,60000000.0,30,2307,26,5,0.2,9,0.35,5.79,0.23,5.79,25,9,15,0.59,6,0.23,11,0.43,0,0.0,19,0.74,0,0.0,205,8.0,80,3.12,6,0.23,4,0.16,5.66,0.22,811,31.64,706,27.54,0.8704999999999999,48,1.87,164,6.4,32,1.25,0.1951,85,3.32,38,1.48,0.4471,24,0.94,6,0.23,4,1,4,0.16,14,0.55,22,0.86,12064000.0,85,3.4,12.9,7,1.69,2,0.11,6,0.35,14.29,5.0,Right Winger,Traditional Winger,64.84615384615384,77.55769230769232,Right Winger,28.69541600986823,33,0.29964982491245623,0.5,9.705921262494542,63
835,la-liga,RCD Espanyol Barcelona,Javi Puado,27,7500000.0,10,678,8,2,0.27,2,0.27,2.6,0.35,1.2,12,2,4,0.53,3,0.4,4,0.53,1,0.13,5,0.66,0,0.0,57,7.57,19,2.52,3,0.4,0,0.0,0.78,0.1,198,26.28,167,22.17,0.8434,10,1.33,20,2.65,5,0.66,0.25,15,1.99,6,0.8,0.4,5,0.66,0,0.0,2,0,2,0.27,11,1.46,6,0.8,2600000.0,67,2.34,33.33,6,0.4,1,0.07,5,0.04,83.33,0.0,Left Winger,Inside Forward,63.01923076923076,47.01923076923077,Left Winger,21.58458461625103,75,0.03701850925462731,0.55,9.474029338612208,64
